Concepts,Anger,Disgust,Joy,Sad,Surprise ,Fear
salsa,0,0,1,0,0,0
out_house,0,0,1,0,0,0
tie_game,0,0,0,1,0,0
jim,0,0,1,0,0,0
baseball_team,0,0,1,0,0,0
walk_stick,0,0,0,1,0,0
new_computer,0,0,1,0,0,0
bad_breath,0,1,0,0,0,0
person_name,0,0,1,0,0,0
suspension,0,0,0,1,0,0
keep_clean,0,0,1,0,0,0
christmas_present,0,0,1,0,0,0
bow,0,0,1,0,0,0
baby_cry,0,0,0,1,0,0
stand_queue,0,1,0,0,0,0
learn_patience,0,0,1,0,0,0
get_bore,0,0,0,1,0,0
go_library,0,0,1,0,0,0
sigh,0,0,0,1,0,0
take_turn,0,0,1,0,0,0
sore_leg,0,0,0,1,0,0
wait_patiently,0,0,1,0,0,0
examine,0,0,1,0,0,0
individual,0,0,1,0,0,0
keep_place,0,0,1,0,0,0
become_impatient,0,0,0,1,0,0
tire_foot,0,0,0,1,0,0
delay,0,0,0,1,0,0
get_sore_foot,0,0,0,1,0,0
become_tire,0,0,0,1,0,0
back_ache,0,0,0,1,0,0
wait_turn,0,0,1,0,0,0
get_front,0,0,1,0,0,0
wait_service,0,0,0,1,0,0
patient,0,0,0,1,0,0
sit_sofa,0,0,1,0,0,0
go_theater,0,0,1,0,0,0
sore_foot,0,0,0,1,0,0
move_forward,0,0,1,0,0,0
tap_foot,0,0,1,0,0,0
advance,0,0,1,0,0,0
search,0,0,1,0,0,0
line_up,0,0,1,0,0,0
daydream,0,0,1,0,0,0
civility,0,0,1,0,0,0
go_post_office,0,0,1,0,0,0
any_ocean,0,0,1,0,0,0
sea,0,0,1,0,0,0
boat,0,0,1,0,0,0
occupation,0,0,1,0,0,0
catch_catfish,0,0,1,0,0,0
catch_shark,0,0,1,0,0,0
fish_trout,0,0,1,0,0,0
fish_compliment,0,0,1,0,0,0
fish_lake,0,0,1,0,0,0
fourth,0,0,1,0,0,0
cent,0,0,1,0,0,0
american_money,0,0,1,0,0,0
currency_system,0,0,1,0,0,0
receipt,0,0,1,0,0,0
pay_cashier,0,0,1,0,0,0
proof_purchase,0,0,1,0,0,0
medicine,0,0,0,1,0,0
proof,0,0,1,0,0,0
hold_onto,0,0,1,0,0,0
avoid_fall,0,0,1,0,0,0
under_bridge,0,0,1,0,0,0
mythical_creature,0,0,0,0,0,1
trauma,0,0,0,0,0,1
happen_quickly,0,0,0,0,1,0
release_tension,0,0,1,0,0,0
might_laugh,0,0,1,0,0,0
others_laugh,0,0,1,0,0,0
chuckle,0,0,1,0,0,0
hear_joke,0,0,1,0,0,0
start_laugh,0,0,1,0,0,0
make_laugh,0,0,1,0,0,0
laugh_loudly,0,0,1,0,0,0
hear_story,0,0,1,0,0,0
act_out,0,0,1,0,0,0
guffaw,0,1,0,0,0,0
exaggerate,0,1,0,0,0,0
laugh_out_loud,0,0,1,0,0,0
other_person_laugh,0,0,1,0,0,0
tell_others,0,0,1,0,0,0
hairdresser,0,0,1,0,0,0
keep_food,0,0,1,0,0,0
buy_grocery,0,0,1,0,0,0
shop_grocery,0,0,1,0,0,0
welcome,0,0,1,0,0,0
shoe,0,0,1,0,0,0
tiredness,0,0,0,1,0,0
drink_water,0,0,1,0,0,0
crazy_person,0,0,0,0,0,1
make_strong,0,0,1,0,0,0
get_tire,0,0,0,1,0,0
exhaustion,0,0,0,1,0,0
will_tire,0,0,0,1,0,0
feel_tire,0,0,0,1,0,0
become_exhaust,0,0,0,1,0,0
collapse,0,0,0,1,0,0
get_shape,0,0,1,0,0,0
self-fulfillment,0,0,1,0,0,0
sunburn,0,0,0,1,0,0
choke,0,0,0,1,0,0
sweat,0,0,0,1,0,0
breathe_heavily,0,0,0,1,0,0
find_car,0,0,1,0,0,0
gordon,0,0,1,0,0,0
furby,0,0,1,0,0,0
toy,0,0,1,0,0,0
computer_chip,0,0,1,0,0,0
neglect,0,0,0,1,0,0
ignore,0,0,0,1,0,0
abuse,0,1,0,0,0,0
strong_feel,0,0,1,0,0,0
unpleasant,0,0,0,1,0,0
bring_happiness,0,0,1,0,0,0
sometimes_painful,0,0,0,1,0,0
a_way_of,0,0,1,0,0,0
intense,1,0,0,0,0,0
appeal,0,0,1,0,0,0
consider_beautiful,0,0,1,0,0,0
afraid_death,0,0,0,0,0,1
lonely,0,0,0,1,0,0
watch_baseball_game,0,0,1,0,0,0
pour_liquid,0,0,1,0,0,0
unique,0,0,1,0,0,0
far_away,0,0,0,1,0,0
play_volleyball,0,0,1,0,0,0
think_future,0,0,1,0,0,0
balance_checkbook,0,0,1,0,0,0
solitary,0,0,0,1,0,0
read_much,0,0,1,0,0,0
before,0,0,1,0,0,0
start,0,0,0,0,1,0
order_menu,0,0,1,0,0,0
solo,0,0,1,0,0,0
gain_knowledge,0,0,1,0,0,0
write_check,0,0,1,0,0,0
unity,0,0,1,0,0,0
spring_action,0,0,1,0,0,0
drink_much_alcohol,0,1,0,0,0,0
care_child,0,0,1,0,0,0
high_level,0,0,1,0,0,0
see_star_night,0,0,1,0,0,0
worm,0,1,0,0,0,0
eat_chicken,0,0,1,0,0,0
five_dollar,0,0,1,0,0,0
cut_knife,0,0,0,0,0,1
sole,0,0,0,1,0,0
celebrate_birthday,0,0,1,0,0,0
recycle_paper,0,0,1,0,0,0
recur,0,0,1,0,0,0
monthly,0,0,1,0,0,0
visit_doctor,0,0,0,1,0,0
take_vitamin,0,0,1,0,0,0
eat_better,0,0,1,0,0,0
make_appointment_doctor,0,0,0,1,0,0
live_long_time,0,0,1,0,0,0
reduce_stress,0,0,1,0,0,0
go_see_doctor,0,0,0,1,0,0
long_life,0,0,1,0,0,0
blood_test,0,0,0,1,0,0
go_doctor,0,0,0,1,0,0
live_long_life,0,0,1,0,0,0
weigh,0,0,1,0,0,0
monday,0,0,1,0,0,0
write_program,0,0,1,0,0,0
requirement,0,0,1,0,0,0
mental_exercise,0,0,1,0,0,0
design,0,0,1,0,0,0
make_live,0,0,1,0,0,0
person_die,0,0,0,1,0,0
learn_new_language,0,0,1,0,0,0
express_idea,0,0,1,0,0,0
achieve_goal,0,0,1,0,0,0
knowledge,0,0,1,0,0,0
save_time,0,0,1,0,0,0
creativity,0,0,1,0,0,0
make_coffee,0,0,1,0,0,0
need_done,0,0,1,0,0,0
create_new,0,0,1,0,0,0
type_keyboard,0,0,1,0,0,0
save,0,0,1,0,0,0
draw_diagram,0,0,1,0,0,0
flaw,0,0,0,1,0,0
learn_computer_language,0,0,1,0,0,0
ask_help,0,0,0,1,0,0
express_yourself,0,0,1,0,0,0
program_language,0,0,1,0,0,0
learn_program_language,0,0,1,0,0,0
think_logically,0,0,1,0,0,0
bug,0,0,0,1,0,0
write_code,0,0,1,0,0,0
accomplishment,0,0,1,0,0,0
design_software,0,0,1,0,0,0
process_datum,0,0,1,0,0,0
misunderstand,0,0,0,1,0,0
meet_need,0,0,1,0,0,0
computer_crash,0,0,0,1,0,0
find_bug,0,0,0,1,0,0
program_computer,0,0,1,0,0,0
suspension_bridge,0,0,1,0,0,0
safety_device,0,0,1,0,0,0
safety,0,0,1,0,0,0
lean_against,0,0,1,0,0,0
old_person,0,0,0,1,0,0
scarf,0,0,1,0,0,0
avoid_work,0,1,0,0,0,0
brain,0,0,1,0,0,0
cure,0,0,1,0,0,0
sick_person,0,0,0,1,0,0
threaten,1,0,0,0,0,0
sin,0,0,0,1,0,0
nurse_home,0,0,1,0,0,0
elderly_person,0,0,0,1,0,0
old_lady,0,0,0,1,0,0
cause_death,0,0,0,1,0,0
feel_well,0,0,1,0,0,0
spatula,0,0,1,0,0,0
machine_metal,0,0,1,0,0,0
coliseum,0,0,1,0,0,0
rome,0,0,1,0,0,0
large_structure,0,0,1,0,0,0
sanctuary,0,0,1,0,0,0
animal_place,0,0,1,0,0,0
animal_enclosure,0,0,1,0,0,0
pimple,0,0,0,1,0,0
zit,0,0,0,1,0,0
acne,0,0,0,1,0,0
spot,0,0,0,1,0,0
print_newspaper,0,0,1,0,0,0
mechanical,0,0,1,0,0,0
savings_account,0,0,1,0,0,0
count_money,0,0,1,0,0,0
get_mug,0,0,0,1,0,0
money_buy,0,0,1,0,0,0
receive_money,0,0,1,0,0,0
acquire_wealth,0,0,1,0,0,0
perform_service,0,0,1,0,0,0
get_money,0,0,1,0,0,0
pay_child_support,0,0,1,0,0,0
finish_job,0,0,1,0,0,0
receive_paycheck,0,0,1,0,0,0
hard_work,0,0,1,0,0,0
pay_bill,0,0,0,1,0,0
good_job,0,0,1,0,0,0
spend,0,0,1,0,0,0
wed_reception,0,0,1,0,0,0
find_another_person,0,0,1,0,0,0
stop_marry,0,0,0,1,0,0
friction,0,0,0,1,0,0
rub,0,0,1,0,0,0
scientific_term,0,0,1,0,0,0
put_screw,0,0,1,0,0,0
take_apart,0,0,0,1,0,0
unscrew,0,0,1,0,0,0
many_game,0,0,1,0,0,0
pay_cash,0,0,1,0,0,0
vision,0,0,1,0,0,0
religion,0,0,1,0,0,0
eye_function,0,0,1,0,0,0
new_idea,0,0,1,0,0,0
eye_sense,0,0,1,0,0,0
see_idea_become_reality,0,0,1,0,0,0
stick_eraser,0,0,1,0,0,0
erase_pencil_mark,0,0,1,0,0,0
kilometer,0,0,1,0,0,0
metric,0,0,1,0,0,0
game_toy,0,0,1,0,0,0
hunger,0,0,0,1,0,0
drink_milk,0,0,1,0,0,0
dirty_dish,0,1,0,0,0,0
not_hungry_any,0,0,1,0,0,0
invite_dinner,0,0,1,0,0,0
global_thermonuclear_war,0,0,0,0,0,1
cut_food,0,0,0,1,0,0
heartburn,0,0,0,1,0,0
say_grace,0,0,1,0,0,0
full,0,0,1,0,0,0
burp,0,1,0,0,0,0
indigestion,0,0,0,1,0,0
sit_down_table,0,0,1,0,0,0
set_table,0,0,1,0,0,0
food_poison,0,0,0,1,0,0
talk_family,0,0,1,0,0,0
get_sick,0,0,0,1,0,0
full_stomach,0,0,1,0,0,0
become_full,0,0,1,0,0,0
plan_meal,0,0,1,0,0,0
sit_down_chair,0,0,1,0,0,0
cocktail,0,0,1,0,0,0
spill_food_clothe,0,1,0,0,0,0
nourishment,0,0,1,0,0,0
sleepiness,0,0,0,1,0,0
spend_time,0,0,1,0,0,0
little_hungry,0,0,1,0,0,0
band-aid,0,0,0,1,0,0
decorate,0,0,1,0,0,0
alphabet,0,0,1,0,0,0
dynamic,0,0,1,0,0,0
music_store,0,0,1,0,0,0
classical_music,0,0,1,0,0,0
opus_house,0,0,1,0,0,0
feed,0,0,1,0,0,0
eat_pizza,0,0,1,0,0,0
stop_eat,0,0,0,1,0,0
overeat,0,1,0,0,0,0
fee_child,0,0,1,0,0,0
feel_content,0,0,1,0,0,0
snack,0,0,1,0,0,0
decide_eat,0,0,1,0,0,0
eat_sandwich,0,0,1,0,0,0
fill_stomach,0,0,1,0,0,0
make_feel_better,0,0,1,0,0,0
eat_snack,0,0,1,0,0,0
feel_satisfaction,0,0,1,0,0,0
keep_healthy,0,0,1,0,0,0
lose_weight,0,0,1,0,0,0
ingest_food,0,0,1,0,0,0
say_goodbye,0,0,0,1,0,0
compass_direction,0,0,1,0,0,0
many_type,0,0,1,0,0,0
bell,0,0,1,0,0,0
wild_cat,0,0,1,0,0,0
transportation,0,0,1,0,0,0
some_thing,0,0,1,0,0,0
FALSE,0,0,0,1,0,0
limit,0,0,1,0,0,0
infinite,0,0,1,0,0,0
finite,0,0,1,0,0,0
elementary_particle,0,0,1,0,0,0
late,0,0,1,0,0,0
after,0,0,1,0,0,0
once,0,0,1,0,0,0
latter,0,0,1,0,0,0
past,0,0,1,0,0,0
employee,0,0,1,0,0,0
president,0,0,1,0,0,0
present,0,0,1,0,0,0
scarlet,0,0,1,0,0,0
gone,0,0,1,0,0,0
bright_red,0,0,1,0,0,0
print_paper,0,0,1,0,0,0
fold,0,0,1,0,0,0
educate,0,0,1,0,0,0
lawn,0,0,1,0,0,0
archive,0,0,1,0,0,0
media,0,0,1,0,0,0
waste_paper,0,0,0,1,0,0
readable,0,0,1,0,0,0
research,0,0,1,0,0,0
local,0,0,1,0,0,0
read_story,0,0,1,0,0,0
product,0,0,1,0,0,0
motivate,0,0,1,0,0,0
inform_person,0,0,1,0,0,0
deliver,0,0,1,0,0,0
rug,0,0,1,0,0,0
report_event,0,0,1,0,0,0
print_medium,0,0,1,0,0,0
ink_paper,0,0,1,0,0,0
document,0,0,1,0,0,0
lock,0,0,1,0,0,0
column,0,0,1,0,0,0
daily,0,0,1,0,0,0
spread_news,0,0,1,0,0,0
collect,0,0,1,0,0,0
jail,0,0,0,1,0,0
inform,0,0,1,0,0,0
under_carpet,0,0,1,0,0,0
daily_news,0,0,1,0,0,0
spoken_language,0,0,1,0,0,0
see_need,0,0,0,1,0,0
make_shop_list,0,0,1,0,0,0
sharpen,0,0,1,0,0,0
most_child,0,0,1,0,0,0
blank_stare,0,0,1,0,0,0
sickness,0,0,0,1,0,0
cold_flu,0,0,0,1,0,0
unwell,0,0,0,1,0,0
feel_ill,0,0,0,1,0,0
feel_bad,0,0,0,1,0,0
take_medicine,0,0,0,1,0,0
diseased,0,0,0,1,0,0
virus,0,0,0,0,0,1
symptom,0,0,0,1,0,0
suffer,0,0,0,1,0,0
electric_razor,0,0,0,0,0,1
shave,0,0,1,0,0,0
power_switch,0,0,1,0,0,0
travel_kit,0,0,1,0,0,0
sign,0,0,1,0,0,0
convey_idea,0,0,1,0,0,0
sell,0,0,1,0,0,0
soccer_game,0,0,1,0,0,0
hot_weather,0,1,0,0,0,0
faint,0,0,0,1,0,0
dimension,0,0,1,0,0,0
spy,1,0,0,0,0,0
honesty,0,0,1,0,0,0
tell_lie,0,0,0,1,0,0
read_bible,0,0,1,0,0,0
seek_understand,0,0,1,0,0,0
deep_thinker,0,0,1,0,0,0
research_subject,0,0,1,0,0,0
ask_question,0,0,0,0,1,0
persistance,0,1,0,0,0,0
scientist,0,0,1,0,0,0
expand_knowledge,0,0,1,0,0,0
feel_hurt,0,0,0,1,0,0
think_outside_box,0,0,1,0,0,0
effort,0,0,1,0,0,0
denial,0,0,0,1,0,0
advance_knowledge,0,0,1,0,0,0
commit_suicide,0,0,0,1,0,0
diligence,0,0,1,0,0,0
know_happen,0,0,1,0,0,0
startle,0,0,0,0,1,0
open_mind,0,0,1,0,0,0
make_live_better,0,0,1,0,0,0
investigation,0,0,0,0,0,1
conclusion,0,0,1,0,0,0
question_everything,0,0,0,0,1,0
know_truth,0,0,1,0,0,0
say_aha,0,0,1,0,0,0
ask_nicely,0,0,1,0,0,0
find_answer,0,0,1,0,0,0
person_not_know,0,0,0,0,0,1
discover,0,0,1,0,0,0
gather_datum,0,0,1,0,0,0
learn_fact,0,0,1,0,0,0
hermit,0,0,0,1,0,0
investigate_fact,0,0,1,0,0,0
look_fact,0,0,1,0,0,0
find_fact,0,0,1,0,0,0
become_enlighten,0,0,1,0,0,0
thinker,0,0,1,0,0,0
investigate,0,0,1,0,0,0
become_inform,0,0,1,0,0,0
peace_mind,0,0,1,0,0,0
increase_knowledge,0,0,1,0,0,0
know_fact,0,0,1,0,0,0
liberate,0,0,1,0,0,0
movie_screen,0,0,1,0,0,0
drive-in_movie,0,0,1,0,0,0
taste_sour,0,0,1,0,0,0
teach_open_mind,0,0,1,0,0,0
bore,0,0,0,1,0,0
rover,0,0,1,0,0,0
play_stringe_instrument,0,0,1,0,0,0
bluegrass_band,0,0,1,0,0,0
remember_childhood,0,0,1,0,0,0
hit_brother,1,0,0,0,0,0
folk_music,0,0,1,0,0,0
music_shop,0,0,1,0,0,0
go_baseball_game,0,0,1,0,0,0
rob,0,1,0,0,0,0
kill_man,1,0,0,0,0,0
popular_japan,0,0,1,0,0,0
pollution,0,1,0,0,0,0
objective,0,0,1,0,0,0
opinion,0,0,1,0,0,0
prefer,0,0,1,0,0,0
cheat,0,1,0,0,0,0
unfair,0,0,0,1,0,0
society,0,0,1,0,0,0
three_dimension,0,0,1,0,0,0
round_shape,0,0,1,0,0,0
mess_up,0,0,0,1,0,0
everything,0,0,1,0,0,0
really_small,0,0,1,0,0,0
inhabit,0,0,1,0,0,0
beautiful_place,0,0,1,0,0,0
grow_food,0,0,1,0,0,0
wide,0,0,1,0,0,0
hope_peace,0,0,1,0,0,0
imagination,0,0,1,0,0,0
orbit_sun,0,0,1,0,0,0
place_live,0,0,1,0,0,0
big_place,0,0,1,0,0,0
cover_water,0,0,1,0,0,0
open_eye,0,0,1,0,0,0
shutter,0,0,1,0,0,0
blind,0,0,0,1,0,0
window_treatment,0,0,1,0,0,0
window_cover,0,0,1,0,0,0
close_window,0,0,1,0,0,0
cover_window,0,0,1,0,0,0
house_roof,0,0,1,0,0,0
fierce,1,0,0,0,0,0
long_line,0,1,0,0,0,0
disneyland,0,0,1,0,0,0
find_earth,0,0,1,0,0,0
under_ground,0,0,0,0,0,1
cave,0,0,1,0,0,0
under_house,0,0,0,0,0,1
poop,0,1,0,0,0,0
cavity,0,0,1,0,0,0
cause_pain,0,0,0,1,0,0
fill,0,0,1,0,0,0
arrow,0,0,1,0,0,0
robin_hood,0,0,1,0,0,0
indian,0,0,1,0,0,0
shaft,0,0,1,0,0,0
target_practice,0,0,1,0,0,0
sharp_weapon,0,0,0,0,0,1
archery,0,0,1,0,0,0
weapon,0,0,0,0,0,1
hunt,0,0,0,0,0,1
projectile,0,0,0,0,0,1
hit_target,0,0,1,0,0,0
leadership,0,0,1,0,0,0
use_army,0,0,0,1,0,0
military_base,0,0,0,1,0,0
cow_skin,0,1,0,0,0,0
animal_flesh,0,0,1,0,0,0
long_version,0,0,1,0,0,0
chamber_music,0,0,1,0,0,0
full_air,0,0,1,0,0,0
fragile,0,0,0,1,0,0
balloon,0,0,1,0,0,0
foam,0,0,1,0,0,0
with,0,0,1,0,0,0
without,0,0,0,1,0,0
give_flower,0,0,1,0,0,0
pie,0,0,1,0,0,0
rip,1,0,0,0,0,0
bring,0,0,1,0,0,0
door_handle,0,0,1,0,0,0
towards,0,0,1,0,0,0
release,0,0,1,0,0,0
drag,0,0,0,1,0,0
grunt,0,0,1,0,0,0
rope,0,0,1,0,0,0
enter_exit,0,0,1,0,0,0
grab,0,0,1,0,0,0
speed,0,0,1,0,0,0
go_fast,0,0,1,0,0,0
fast,0,0,1,0,0,0
quickly,0,0,1,0,0,0
quick_movement,0,0,1,0,0,0
quickness,0,0,1,0,0,0
movement_verb,0,0,1,0,0,0
move_quickly,0,0,1,0,0,0
like_movie,0,0,1,0,0,0
work_box_office,0,0,1,0,0,0
become_clean,0,0,1,0,0,0
drain,0,0,0,1,0,0
decay,0,1,0,0,0,0
watcher,0,0,1,0,0,0
watch_others,0,0,1,0,0,0
plant_grow,0,0,1,0,0,0
dairy_product,0,0,1,0,0,0
dairy,0,0,1,0,0,0
cone,0,0,1,0,0,0
yoga,0,0,1,0,0,0
meditation,0,0,1,0,0,0
form_exercise,0,0,1,0,0,0
midget,0,0,1,0,0,0
pornography,0,0,1,0,0,0
poke,1,0,0,0,0,0
prick,1,0,0,0,0,0
sticker,0,0,1,0,0,0
rise,0,0,1,0,0,0
sharpness,0,0,0,0,0,1
rise_plant,0,0,1,0,0,0
planet_solar_system,0,0,1,0,0,0
string_quartet,0,0,1,0,0,0
backup,0,0,1,0,0,0
ask_money,0,0,1,0,0,0
holiday_shop,0,0,1,0,0,0
automobile_accident,0,0,0,1,0,0
lose_job,0,0,0,1,0,0
kill_themselves,0,0,0,1,0,0
strong_emotion,0,0,1,0,0,0
change_person_greatly,0,0,1,0,0,0
cloud_judgement,0,0,0,1,0,0
wide_street,0,0,1,0,0,0
extreme_boredom,0,0,0,1,0,0
cyclist,0,0,1,0,0,0
baton,0,0,1,0,0,0
twirl,0,0,1,0,0,0
girl,0,0,1,0,0,0
stubborn,0,0,0,1,0,0
fair,0,0,1,0,0,0
mediator,0,0,1,0,0,0
start_over,0,0,1,0,0,0
listen_carefully,0,0,1,0,0,0
argument,1,0,0,0,0,0
hit_head,1,0,0,0,0,0
growth,0,0,1,0,0,0
quit,0,0,0,1,0,0
go_around,0,0,1,0,0,0
arbitrator,0,0,1,0,0,0
walk_out,0,0,0,1,0,0
agree_disagree,0,0,1,0,0,0
settle_down,0,0,1,0,0,0
negotiate,0,0,1,0,0,0
difficult,1,0,0,0,0,0
give_up,0,0,0,1,0,0
go_war,0,0,0,1,0,0
detour,0,0,0,1,0,0
become_frustrate,0,0,0,1,0,0
disagree,0,0,0,1,0,0
sentimental,0,0,1,0,0,0
change_mind,0,0,0,1,0,0
clear_up,0,0,1,0,0,0
victory,0,0,1,0,0,0
compromise,0,0,0,1,0,0
go_over,0,0,1,0,0,0
hard_day_work,0,0,0,1,0,0
extinguish_fire,0,0,1,0,0,0
sea_bed,0,0,1,0,0,0
granular,0,0,1,0,0,0
grit,0,0,1,0,0,0
bead,0,0,1,0,0,0
bit,0,0,0,1,0,0
swimsuit,0,0,1,0,0,0
small_pebble,0,0,1,0,0,0
ground_material,0,0,1,0,0,0
seashore,0,0,1,0,0,0
ground_cover,0,0,1,0,0,0
ocean_floor,0,0,0,0,0,1
bottom_sea,0,0,0,0,0,1
construction,0,0,1,0,0,0
matter,0,0,1,0,0,0
also,0,0,1,0,0,0
yellow_color,0,0,1,0,0,0
surface_earth,0,0,1,0,0,0
hourglass,0,0,1,0,0,0
beach,0,0,1,0,0,0
make_glass,0,0,1,0,0,0
small_stone,0,0,1,0,0,0
find_beach,0,0,1,0,0,0
concrete,0,0,1,0,0,0
sane,0,0,1,0,0,0
narrow,0,0,1,0,0,0
bend_knee,0,0,1,0,0,0
just,0,0,1,0,0,0
find_seat,0,0,1,0,0,0
sigh_relief,0,0,1,0,0,0
find_chair,0,0,1,0,0,0
laziness,0,1,0,0,0,0
bend,0,0,1,0,0,0
find_place_sit,0,0,1,0,0,0
get_rest,0,0,1,0,0,0
bend_leg,0,0,1,0,0,0
leg_tire,0,0,0,1,0,0
foot_hurt,0,0,0,1,0,0
numbness,0,0,0,1,0,0
rest_foot,0,0,1,0,0,0
sit_floor,0,0,1,0,0,0
let_go,0,0,1,0,0,0
little_effort,0,0,1,0,0,0
break_chair,0,0,0,1,0,0
old,0,0,0,1,0,0
over,0,0,1,0,0,0
memory,0,0,1,0,0,0
recent,0,0,1,0,0,0
then,0,0,1,0,0,0
ago,0,0,1,0,0,0
forgotten,0,0,0,1,0,0
history,0,0,1,0,0,0
throw_football,0,0,1,0,0,0
go_ahead,0,0,1,0,0,0
option,0,0,1,0,0,0
try,0,0,1,0,0,0
physical_action,0,0,1,0,0,0
exchange,0,0,1,0,0,0
freeway,0,0,1,0,0,0
answer,0,0,1,0,0,0
when_person,0,0,1,0,0,0
permission,0,0,1,0,0,0
hand_over,0,0,1,0,0,0
clue,0,0,1,0,0,0
next,0,0,1,0,0,0
enter,0,0,1,0,0,0
what_do,0,0,0,0,1,0
catch_football,0,0,1,0,0,0
verbosity,0,0,1,0,0,0
race,0,0,1,0,0,0
permit,0,0,1,0,0,0
become_unconscious,0,0,0,1,0,0
investment,0,0,1,0,0,0
double_money,0,0,1,0,0,0
quicken,0,0,1,0,0,0
get_fast,0,0,1,0,0,0
computer_program,0,0,1,0,0,0
gauge,0,0,1,0,0,0
device_measure_time,0,0,1,0,0,0
measure_device,0,0,1,0,0,0
item,0,0,1,0,0,0
tower,0,0,1,0,0,0
circular,0,0,1,0,0,0
chime,0,0,1,0,0,0
dial,0,0,1,0,0,0
mechanical_device,0,0,1,0,0,0
timekeeper,0,0,1,0,0,0
check_time,0,0,1,0,0,0
know_time,0,0,1,0,0,0
stop_work,0,0,0,1,0,0
show_time,0,0,1,0,0,0
fail_work,0,0,0,1,0,0
set_alarm,0,0,1,0,0,0
meet_famous_person,0,0,1,0,0,0
enough_food,0,0,1,0,0,0
capacity,0,0,1,0,0,0
fill_up,0,0,1,0,0,0
sate,0,0,1,0,0,0
complete,0,0,1,0,0,0
hash,0,0,1,0,0,0
illegal,0,0,0,1,0,0
drug,0,1,0,0,0,0
live_underground,0,1,0,0,0,0
personal,0,0,1,0,0,0
know_how,0,0,1,0,0,0
captain_ship,0,0,1,0,0,0
resume,0,0,1,0,0,0
wisdom,0,0,1,0,0,0
gain,0,0,1,0,0,0
time_test,0,0,1,0,0,0
learn_knowledge,0,0,1,0,0,0
invite_friend,0,0,1,0,0,0
catch_baseball,0,0,1,0,0,0
throw_ball,0,0,1,0,0,0
pitch,0,0,1,0,0,0
traffic_sign,0,0,1,0,0,0
follower,0,0,1,0,0,0
yo_yo,0,0,1,0,0,0
two_side,0,0,1,0,0,0
entryway,0,0,1,0,0,0
walk_through,0,0,1,0,0,0
wood_panel,0,0,1,0,0,0
rectangle,0,0,1,0,0,0
knob,0,0,1,0,0,0
enter_build,0,0,1,0,0,0
doorbell,0,0,1,0,0,0
front,0,0,1,0,0,0
hollow,0,0,1,0,0,0
closure,0,0,1,0,0,0
knock,0,0,1,0,0,0
turn_knob,0,0,1,0,0,0
build_part,0,0,1,0,0,0
enter_room,0,0,1,0,0,0
rectangular_shape,0,0,1,0,0,0
find_church,0,0,1,0,0,0
fixture,0,0,1,0,0,0
threshold,0,0,1,0,0,0
build_open,0,0,1,0,0,0
door_knob,0,0,1,0,0,0
shut,0,0,1,0,0,0
barrier,0,0,1,0,0,0
protection,0,0,1,0,0,0
panel,0,0,1,0,0,0
protect,0,0,1,0,0,0
hinge,0,0,1,0,0,0
connect_room,0,0,1,0,0,0
open_close,0,0,1,0,0,0
house_open,0,0,1,0,0,0
go_inside,0,0,1,0,0,0
aperture,0,0,1,0,0,0
four_side,0,0,1,0,0,0
keep_person_out,0,0,0,1,0,0
enter_classroom,0,0,1,0,0,0
exit_build,0,0,1,0,0,0
home_entrance,0,0,1,0,0,0
rectangular,0,0,1,0,0,0
wooden_structure,0,0,1,0,0,0
tall,0,0,1,0,0,0
hardware,0,0,1,0,0,0
control_access,0,0,1,0,0,0
house_front,0,0,1,0,0,0
slam,0,0,1,0,0,0
house_part,0,0,1,0,0,0
front_back,0,0,1,0,0,0
gate,0,0,1,0,0,0
go_through,0,0,1,0,0,0
separate_room,0,0,1,0,0,0
entrance_room,0,0,1,0,0,0
find_shower,0,0,1,0,0,0
portal,0,0,1,0,0,0
arch,0,0,1,0,0,0
part_car,0,0,1,0,0,0
entry,0,0,1,0,0,0
fuel,0,0,1,0,0,0
jet_fuel,0,0,1,0,0,0
flammable,1,0,0,0,0,0
tight,0,0,1,0,0,0
way,0,0,1,0,0,0
stretchy,0,0,1,0,0,0
dark_color,0,0,0,1,0,0
nomad,0,0,1,0,0,0
tribe,0,0,1,0,0,0
traveling_person,0,0,1,0,0,0
brownian_motion,0,0,1,0,0,0
sensitive,0,0,0,1,0,0
get_revenge,1,0,0,0,0,0
imprisonment,0,0,0,1,0,0
punish_criminal,0,0,1,0,0,0
look_eye,0,0,1,0,0,0
deliberate,0,0,1,0,0,0
justice,0,0,1,0,0,0
drink_booze,0,1,0,0,0,0
doubt,0,0,0,1,0,0
jury,0,0,1,0,0,0
flip_coin,0,0,1,0,0,0
person_go_jail,0,0,0,1,0,0
go_prison,0,0,0,1,0,0
judgement,0,0,1,0,0,0
judge,0,0,1,0,0,0
bang_gavel,0,0,1,0,0,0
improve,0,0,1,0,0,0
reflect,0,0,1,0,0,0
weigh_consequence,1,0,0,0,0,0
trial,0,0,1,0,0,0
serious,0,0,1,0,0,0
wooden_leg,0,0,0,1,0,0
pirate,0,0,0,0,0,1
knowledgeable,0,0,1,0,0,0
insight,0,0,1,0,0,0
try_new,0,0,0,0,1,0
obtain_knowledge,0,0,1,0,0,0
graduate_school,0,0,1,0,0,0
pay_attention,0,0,1,0,0,0
expand_horizon,0,0,1,0,0,0
comprehend,0,0,1,0,0,0
get_smart,0,0,1,0,0,0
