Word	HappRank	Havg	StDev	Gweb_Rank	TwitterRank	Gbook_Rank
bonheur	1	8.38	0.9234	2033	853	1079
heureux	2	8.34	0.7982	3211	1358	1121
amour	3	8.34	0.8947	654	842	409
amoureux	4	8.30	0.9091	4075	1505	5241
vacances	5	8.16	0.8657	440	371	--
aimer	6	8.14	1.0304	4580	1185	2875
soleil	7	8.12	1.1364	1130	989	938
magnifiques	8	8.12	0.9613	--	4617	--
l'amour	9	8.08	1.0467	--	654	--
joyeux	10	8.06	1.0184	--	277	--
paix	11	8.06	1.0956	2318	2158	436
love	12	8.06	1.0768	1582	93	--
amoureuse	13	8.04	1.0294	--	1908	--
heureuse	14	8.04	1.0294	--	1706	2552
excellente	15	8.04	1.0490	4817	2897	4877
rire	16	8.02	0.9998	3255	386	2963
merveilleux	17	8.00	1.1249	--	2724	4566
amours	18	7.98	1.0971	--	4514	--
magnifique	19	7.96	1.0093	2635	543	3620
humour	20	7.96	0.9467	1200	3793	--
plaisir	21	7.96	0.9467	1144	484	981
bisous	22	7.94	1.1678	2752	406	--
félicitations	23	7.92	1.0660	--	3499	--
happiness	24	7.90	1.2976	--	4360	--
joie	25	7.90	1.2330	4470	1744	1472
paradis	26	7.90	1.2657	4311	3287	5119
j'adore	27	7.90	1.0738	--	432	--
sublime	28	7.88	0.9179	--	3714	4111
t'aime	29	7.86	1.2124	--	308	--
happy	30	7.86	1.0104	--	212	--
excellence	31	7.86	1.1782	--	--	2848
rigoler	32	7.84	1.0174	--	2810	--
joyeuses	33	7.84	1.0174	--	2709	--
holidays	34	7.84	1.0568	--	2179	--
excellent	35	7.84	1.2014	2064	1314	3304
j'aime	36	7.84	1.0947	--	157	--
plage	37	7.84	1.0568	2047	3398	--
cadeaux	38	7.82	0.9409	792	515	--
sourire	39	7.82	0.9409	4453	1094	3719
plaisirs	40	7.80	0.8806	--	--	3903
genial	41	7.80	1.1429	--	4679	--
rêver	42	7.80	1.1066	--	2116	--
amies	43	7.80	0.9258	--	2430	--
triomphe	44	7.80	1.1952	--	--	2490
trésor	45	7.78	1.1830	--	--	2276
superbe	46	7.78	1.0746	2998	1874	--
voyages	47	7.76	1.2048	665	--	3309
tendresse	48	7.76	1.1704	--	--	5032
voyager	49	7.76	1.2867	4579	--	--
belle	50	7.76	1.0606	777	204	813
chéri	51	7.74	1.2423	--	2766	--
reve	52	7.74	1.0461	--	2650	--
génial	53	7.74	1.0654	--	1319	--
extraordinaires	54	7.74	1.0844	--	--	4324
fête	55	7.74	1.1031	1333	698	2084
rêve	56	7.72	1.0110	2460	700	2165
aime	57	7.72	1.0110	772	401	1473
adorable	58	7.72	0.9267	--	1871	--
fantastique	59	7.72	0.9697	4994	--	--
cadeau	60	7.72	1.1436	2075	441	--
ahahahah	61	7.72	1.3708	--	2736	--
rêves	62	7.72	1.1256	3619	1638	4707
#love	63	7.72	1.8187	--	2745	--
libre	64	7.70	1.0738	537	1561	569
maman	65	7.70	1.4321	1672	617	--
adore	66	7.70	1.0351	2795	2350	--
succès	67	7.70	1.1294	1923	2206	639
libertés	68	7.70	1.1294	1825	--	3621
noel	69	7.68	1.6343	3875	274	--
contente	70	7.68	1.0962	--	1181	4842
loves	71	7.68	1.1507	--	1657	--
victoire	72	7.66	1.2224	3322	1464	1478
wonderful	73	7.66	1.0616	--	2658	--
bien-être	74	7.66	1.1178	2028	--	--
liberté	75	7.66	1.2715	1698	2596	274
holiday	76	7.66	1.1886	--	2702	--
d'amour	77	7.64	1.2739	--	1422	--
beauté	78	7.64	1.0053	416	1627	1620
week-end	79	7.64	1.2249	2062	1250	--
enthousiasme	80	7.64	1.1205	--	--	2725
fêter	81	7.64	1.1021	--	2948	--
chérie	82	7.64	1.0835	--	1530	--
hahahah	83	7.64	1.1739	--	3703	--
voyage	84	7.64	1.1021	457	1520	896
géniale	85	7.64	1.1205	--	3945	--
chocolats	86	7.64	1.1563	--	4091	--
loving	87	7.62	1.3076	--	5146	--
îles	88	7.62	1.0476	4773	--	2257
ami	89	7.62	1.0669	381	855	904
fleurs	90	7.62	0.9875	1491	4245	1966
paradise	91	7.62	1.2271	--	4015	--
amis	92	7.62	1.2271	412	427	774
passion	93	7.62	1.0079	2265	2767	1649
beaux	94	7.60	1.1066	2849	1215	1622
coeur	95	7.60	1.1952	797	397	--
ahahahaha	96	7.60	1.6288	--	4991	--
espoir	97	7.60	1.2122	3924	4880	1763
noël	98	7.60	1.4428	1487	103	--
chouette	99	7.60	1.1249	--	3264	--
agréable	100	7.58	0.9278	3639	5112	3110
bisou	101	7.58	1.0515	--	2067	--
cherie	102	7.58	1.1082	--	4054	--
vacance	103	7.58	1.5398	--	3101	--
famille	104	7.58	1.1968	428	399	330
l'humour	105	7.58	0.9495	--	4378	--
vie	106	7.56	1.2961	116	144	109
mamans	107	7.56	1.4868	1000	--	--
aimé	108	7.56	1.3273	3432	1321	3595
ouiiii	109	7.56	1.3577	--	3245	--
parfait	110	7.56	1.4868	3419	1045	2872
christmas	111	7.56	1.3874	--	236	--
friends	112	7.56	1.1634	2989	819	--
weekend	113	7.54	1.3881	--	1931	--
jolie	114	7.54	1.1287	2918	938	--
amitié	115	7.54	1.4172	3403	--	1887
#vacances	116	7.54	1.5806	--	4218	--
peace	117	7.54	1.3280	--	2452	--
extraordinaire	118	7.54	1.1988	--	--	1975
super	119	7.54	1.0919	850	250	--
naissance	120	7.54	1.1466	1236	3615	947
parfaite	121	7.52	1.3438	--	2595	2119
beautiful	122	7.52	1.0150	--	638	--
hahahaha	123	7.52	1.5285	--	1240	--
adoré	124	7.52	1.1471	--	4306	--
rigole	125	7.52	1.1822	--	1249	--
gâteau	126	7.50	0.9742	--	5050	--
intelligence	127	7.50	1.0738	2980	--	978
anniversaire	128	7.50	0.9949	1824	554	--
l'espoir	129	7.50	1.1995	--	4875	--
dream	130	7.50	1.1473	--	1030	--
great	131	7.50	1.1473	4326	585	--
réussite	132	7.50	1.1112	4115	4828	4529
content	133	7.50	1.4743	2469	1311	--
marrant	134	7.50	1.1112	--	1510	--
birthday	135	7.48	1.2656	--	465	--
libération	136	7.48	1.2162	4661	--	2265
positive	137	7.48	1.2656	--	--	2846
fêtes	138	7.48	1.2493	2784	558	3083
merciiii	139	7.48	1.4602	--	3552	--
aiment	140	7.46	1.3734	--	2051	--
ahahaha	141	7.46	1.4737	--	2005	--
jouir	142	7.46	1.1643	--	--	3726
summer	143	7.46	1.2488	--	4576	--
désir	144	7.46	1.1104	2861	--	869
chance	145	7.46	1.1466	1845	394	3133
miracle	146	7.46	1.2324	--	4517	4946
belles	147	7.46	1.1466	2215	1145	1713
fun	148	7.46	1.0144	3524	1044	--
zen	149	7.46	1.2324	5200	--	--
perfect	150	7.44	1.4868	--	1413	--
t'aimes	151	7.44	1.3426	--	3775	--
sympa	152	7.44	0.9930	2807	742	--
compliment	153	7.44	1.1095	--	4815	--
passions	154	7.44	1.0529	4618	--	1797
cœur	155	7.44	1.2316	1798	1420	404
hahahahaha	156	7.44	1.5928	--	3027	--
sun	157	7.44	1.4591	3890	3243	--
enjoy	158	7.44	1.0529	--	1347	--
jolies	159	7.42	0.9916	--	3812	--
drole	160	7.42	1.1082	--	2505	--
confiance	161	7.42	1.1796	1657	1558	937
art	162	7.42	1.2631	289	1581	190
cœurs	163	7.42	1.3107	--	--	4164
sympathique	164	7.42	0.9278	--	2071	--
réussir	165	7.42	1.1622	5216	3466	4633
drôle	166	7.42	1.2137	--	889	--
douceur	167	7.42	1.0897	--	5199	3998
hihihi	168	7.40	1.1249	--	3335	--
gentille	169	7.40	1.1066	--	1560	--
gagner	170	7.40	1.1952	1721	491	2353
delicious	171	7.40	1.0880	3747	--	--
gentil	172	7.38	1.1045	--	747	--
music	173	7.38	1.1045	844	486	--
l'anniversaire	174	7.38	0.9875	--	2308	--
papa	175	7.38	1.3834	3795	755	--
printemps	176	7.38	1.0476	3215	3929	2757
sympas	177	7.38	1.0669	--	4731	--
laugh	178	7.38	1.2919	--	3759	--
jouissance	179	7.38	1.1761	--	--	3777
beau	180	7.38	1.0476	1170	256	729
lovely	181	7.38	1.0669	--	2423	--
chocolat	182	7.38	1.1229	2283	950	--
charme	183	7.36	1.1021	2884	4085	3971
tendre	184	7.36	1.1563	--	--	2928
ahahah	185	7.36	1.2578	--	1067	--
#noël	186	7.36	1.6258	--	2419	--
intelligent	187	7.36	1.0835	--	3993	--
fidèle	188	7.36	1.0451	4931	--	2186
sympathie	189	7.36	0.9638	--	--	3815
Îles	190	7.34	1.2390	3071	--	--
tolérance	191	7.34	1.2554	--	--	5112
magique	192	7.34	1.3188	4687	1936	--
fidélité	193	7.34	1.0224	--	--	3024
douce	194	7.34	1.0616	3964	2829	2891
bienvenue	195	7.34	1.1886	1037	710	--
rêvé	196	7.34	1.1359	--	3871	--
réussi	197	7.34	1.2390	3726	1702	2536
bonté	198	7.34	1.0224	--	--	3142
été	199	7.34	1.2715	85	272	65
gagnant	200	7.34	1.4086	--	3830	--
jouets	201	7.34	1.2056	1041	5115	--
généreux	202	7.34	1.0806	--	--	4635
noËl	203	7.34	1.4930	--	3963	--
satisfaction	204	7.34	1.1537	4855	--	1946
brillante	205	7.34	1.0224	--	--	5175
musiques	206	7.32	1.1856	2262	3393	--
kiss	207	7.32	1.0388	--	1178	--
merciii	208	7.32	1.4769	--	2536	--
mignon	209	7.32	0.9988	--	864	--
danser	210	7.32	1.1507	--	2106	--
bravo	211	7.32	1.1856	3120	799	--
idéal	212	7.32	1.0388	3005	--	1869
copains	213	7.32	1.0962	1109	5117	--
musique	214	7.32	1.1683	128	442	1215
hahaha	215	7.30	1.2976	--	416	--
ouiiiii	216	7.30	1.3740	--	5058	--
pretty	217	7.30	1.0546	--	1676	--
funny	218	7.30	1.1995	--	1759	--
vivre	219	7.30	1.3740	1105	917	916
joli	220	7.30	0.9742	4437	1823	--
aimez	221	7.30	1.4880	4889	2132	--
yeaaah	222	7.30	1.4321	--	5175	--
copine	223	7.30	1.1473	--	1198	--
meilleures	224	7.30	1.1112	1062	2404	4105
parfums	225	7.28	1.1436	2902	--	--
taime	226	7.28	1.4988	--	4657	--
bises	227	7.28	0.9485	--	3868	--
désirs	228	7.28	1.0887	--	--	3643
bébés	229	7.28	1.6665	1563	4590	--
mignonne	230	7.28	1.0506	--	2982	--
massage	231	7.28	1.2784	2984	4934	--
blagues	232	7.28	1.2623	--	2928	--
loisirs	233	7.28	1.0698	334	--	--
amie	234	7.28	1.2784	4556	891	4798
gratuit	235	7.28	1.1256	294	1136	--
créatifs	236	7.26	1.2257	2914	--	--
libres	237	7.26	1.2423	1520	--	1752
fruits	238	7.26	1.1395	2081	4355	1936
merci	239	7.26	1.2747	200	64	5140
mer	240	7.26	1.1747	619	2035	487
#noel	241	7.26	1.5624	--	3161	--
solidarité	242	7.26	1.2257	2851	--	2742
parfum	243	7.26	1.1395	4209	2538	--
aimable	244	7.26	1.1214	--	--	5001
smile	245	7.26	1.2586	--	1589	--
offrir	246	7.26	0.9216	2526	3118	2333
génie	247	7.24	1.0606	3398	--	1124
aimes	248	7.24	1.5328	--	1323	--
welcome	249	7.24	1.2867	--	732	--
mariage	250	7.24	1.6233	918	1667	829
étoile	251	7.24	0.9161	3954	--	--
fetes	252	7.24	1.6358	--	4333	--
positives	253	7.24	1.0984	3460	--	--
arts	254	7.24	1.1528	825	4483	1224
ange	255	7.24	1.3637	4305	2793	4024
kisses	256	7.24	1.4647	--	3916	--
librement	257	7.22	1.1480	--	--	3173
divertissement	258	7.22	0.9957	1621	--	--
gratuites	259	7.22	1.4039	1250	--	--
bébé	260	7.22	1.3746	390	993	--
friend	261	7.22	1.2664	5001	1155	--
amor	262	7.22	1.4184	--	2339	--
bebe	263	7.20	1.5518	--	4441	--
fleur	264	7.20	1.0102	3159	4745	4240
oui	265	7.20	1.1606	375	56	1364
beauty	266	7.20	1.0302	--	4128	--
réveillon	267	7.20	1.1249	--	897	--
chocolate	268	7.20	1.0498	--	4792	--
luck	269	7.18	1.2070	--	2343	--
beach	270	7.18	1.5077	3708	4609	--
chances	271	7.18	1.2070	4762	4342	3602
blague	272	7.18	1.0039	--	1041	--
étoiles	273	7.18	1.1008	1222	4250	4399
culture	274	7.18	1.2567	393	1603	570
l'aime	275	7.18	1.0039	--	1038	--
dreams	276	7.18	1.1551	--	2086	--
harmonie	277	7.18	1.3200	--	--	2352
ouiii	278	7.18	1.2070	--	2312	--
positif	279	7.18	1.3045	--	--	3308
égalité	280	7.18	1.2567	4975	--	1742
diamant	281	7.18	1.2887	3354	--	--
fortune	282	7.16	1.2513	--	--	1242
chante	283	7.16	1.1493	--	896	--
respect	284	7.16	1.2182	1317	1221	1192
cinéma	285	7.16	1.2182	332	1518	3487
loved	286	7.16	1.7186	--	3396	--
accomplissement	287	7.16	1.1843	--	--	4245
océan	288	7.16	1.4049	--	--	3674
family	289	7.16	1.2835	4599	936	--
poétique	290	7.16	1.1493	--	--	2778
loisir	291	7.16	0.9971	3030	--	--
sagesse	292	7.16	1.1843	--	--	1962
sentiment	293	7.16	1.1493	4951	4149	658
gratuite	294	7.16	1.2675	606	2302	--
méditerranée	295	7.16	1.2349	4567	--	4181
gratuits	296	7.14	1.3852	1626	--	--
copain	297	7.14	0.9691	3401	1969	--
juillet	298	7.14	1.1782	286	4275	451
champions	299	7.14	1.2291	4659	2486	--
gloire	300	7.14	1.2124	--	--	1202
festival	301	7.14	1.1068	1185	2136	--
iles	302	7.14	1.2938	4532	--	--
chanter	303	7.14	1.0500	--	1373	--
août	304	7.14	1.3403	336	--	606
poésie	305	7.14	1.0692	3465	--	1479
enfants	306	7.14	1.3250	244	640	303
mère	307	7.14	1.6037	1254	314	466
enfant	308	7.12	1.3649	419	1262	446
reveillon	309	7.12	1.1718	--	3899	--
meilleur	310	7.12	1.1718	758	459	1568
baby	311	7.12	1.2395	2751	674	--
#voyager	312	7.12	1.7337	--	3755	--
mères	313	7.12	1.3498	4420	--	4690
thanks	314	7.12	1.1364	--	374	--
ahaha	315	7.12	1.2061	--	887	--
doux	316	7.12	1.1364	4434	2535	2789
lucky	317	7.12	1.0999	--	2529	--
mother	318	7.12	1.6368	--	3061	--
fete	319	7.12	1.2879	--	2480	--
cinema	320	7.10	1.2976	2199	4508	--
surprise	321	7.10	1.2657	3856	1318	3106
good	322	7.10	0.9949	3605	211	--
qualité	323	7.10	1.0738	378	1983	674
festivals	324	7.10	1.0926	4168	--	--
together	325	7.10	1.2817	--	2171	--
motivation	326	7.10	1.1294	3835	4689	--
vivante	327	7.10	1.0738	--	--	3972
champion	328	7.10	1.2330	3710	2405	--
récompense	329	7.10	1.1112	--	--	4677
admiration	330	7.10	0.9742	--	--	3051
artiste	331	7.10	1.2164	1540	1732	2156
roses	332	7.10	1.2817	--	5073	--
creative	333	7.08	1.1036	3489	--	--
m'aime	334	7.08	1.5365	--	2967	--
sentiments	335	7.08	1.1400	--	4067	1208
gastronomie	336	7.08	1.3827	2134	--	--
gagné	337	7.08	1.3827	--	1572	4977
artistes	338	7.08	1.2591	1004	2639	2587
honnête	339	7.08	1.1400	--	--	4220
maternité	340	7.08	1.4686	3089	--	--
remarquable	341	7.08	1.1400	--	--	1665
sauver	342	7.08	1.3223	3638	2866	2721
parents	343	7.08	1.3529	1101	581	1070
imagination	344	7.08	1.0270	--	--	1492
films	345	7.08	1.2095	616	1024	--
amazing	346	7.06	1.3001	--	643	--
camarades	347	7.06	1.1323	--	--	3765
détente	348	7.06	1.1323	4061	--	--
courage	349	7.06	0.9775	2826	632	1542
familles	350	7.06	1.1678	1963	4992	1136
héros	351	7.06	1.1502	4811	4680	1800
dad	352	7.06	1.3911	--	4142	--
spectacle	353	7.06	0.7669	1459	2025	1995
anniv	354	7.06	1.2022	--	3581	--
jardins	355	7.06	1.2521	3476	--	3960
entraide	356	7.06	1.3157	2663	--	--
meilleurs	357	7.06	1.1323	852	1048	2571
prospérité	358	7.04	1.0490	--	--	2971
vérité	359	7.04	1.0490	3406	1654	418
mdrrrrr	360	7.04	2.1662	--	1237	--
life	361	7.04	1.3087	2313	439	--
l'art	362	7.04	1.0490	--	3479	--
fantasy	363	7.04	1.0872	4173	--	--
poème	364	7.04	1.0490	--	--	3095
sunday	365	7.04	1.6157	--	2953	--
vivants	366	7.04	1.1599	--	--	3733
movies	367	7.04	1.1058	3312	--	--
vœux	368	7.04	1.2282	--	--	3847
doudou	369	7.04	1.2610	--	4666	--
santé	370	7.04	1.4280	125	1206	1092
party	371	7.04	1.1945	3528	961	--
espérance	372	7.02	1.3626	--	--	2509
vies	373	7.02	1.4356	--	4182	--
singing	374	7.02	1.0784	--	4166	--
originalité	375	7.02	1.0398	--	--	4432
tranquillité	376	7.02	1.2534	--	--	4824
paysages	377	7.02	1.2856	5077	--	--
jeux	378	7.02	1.2534	61	781	2863
couple	379	7.02	1.2370	1533	901	3428
cool	380	7.00	1.1429	2854	268	--
préférés	381	7.00	0.9689	2054	--	--
potes	382	7.00	0.9689	--	1375	--
chant	383	7.00	1.2122	3971	--	3108
créer	384	7.00	1.1780	339	1673	1374
découvrir	385	7.00	1.2122	886	1302	2159
lumière	386	7.00	1.3553	2008	2483	666
mdrrrr	387	7.00	2.0203	--	580	--
favorite	388	7.00	1.1066	--	1506	--
sieste	389	7.00	1.1780	--	3284	--
aout	390	7.00	1.5779	3199	--	--
brillant	391	7.00	1.0302	--	--	5010
sexy	392	7.00	1.1066	1433	699	--
l'univers	393	7.00	1.1780	--	1852	--
free	394	7.00	1.3093	1086	629	--
travel	395	7.00	1.2617	5209	--	--
fruit	396	7.00	1.2289	4946	4953	2561
pizza	397	6.98	1.1692	--	2188	--
aventures	398	6.98	1.0593	4244	--	--
éternelle	399	6.98	1.3923	--	--	4003
poèmes	400	6.98	1.1156	--	--	4723
spectacles	401	6.98	1.1337	1608	--	--
animaux	402	6.98	1.2370	533	3444	919
soldes	403	6.98	1.1156	--	4944	--
admirable	404	6.98	1.1692	--	--	3386
d'amis	405	6.98	1.2534	--	4337	--
facile	406	6.98	1.1337	1467	1148	963
meilleure	407	6.98	1.3775	1125	779	1927
artistique	408	6.98	1.0971	3371	--	3966
remercier	409	6.98	1.1156	--	4915	--
soirées	410	6.98	1.0200	3811	3977	--
concert	411	6.98	0.9998	1155	454	4366
culturel	412	6.98	1.1516	1861	--	3311
aventure	413	6.98	1.0200	1855	--	3204
pacifique	414	6.98	1.3323	--	--	3894
artist	415	6.98	1.1337	--	3502	--
honneurs	416	6.98	1.3169	--	--	4622
coucou	417	6.98	1.0784	3640	568	--
confort	418	6.98	0.9998	1931	--	--
chansons	419	6.98	1.1516	1935	1287	--
naître	420	6.98	1.2534	--	--	2427
éternel	421	6.98	1.2856	--	--	4553
dons	422	6.96	1.2610	--	--	4116
favourite	423	6.96	1.1773	--	5233	--
prestige	424	6.96	1.2282	4541	--	4025
maison	425	6.96	1.1773	133	390	360
nice	426	6.96	1.3087	1249	595	--
offert	427	6.96	1.0872	4033	2285	4611
bien	428	6.96	1.1058	63	44	61
internet	429	6.96	1.2610	122	552	--
tranquille	430	6.96	1.1773	--	1456	4474
nutella	431	6.96	1.5113	--	3195	--
couette	432	6.96	1.4978	--	3049	--
découverte	433	6.96	1.0872	1894	2952	1738
préférée	434	6.94	0.9775	--	3207	--
affection	435	6.94	1.4765	--	--	2416
ciné	436	6.94	1.2843	2926	2443	--
awesome	437	6.94	1.5960	--	1334	--
livres	438	6.94	1.3763	230	2015	497
intéressant	439	6.94	1.1323	2149	1944	2018
bonne	440	6.94	0.8901	340	83	389
ciel	441	6.94	1.2022	1677	1801	911
children	442	6.94	1.2357	--	5158	--
bibliothèques	443	6.94	1.2521	3310	--	--
inspiration	444	6.94	1.1141	--	3831	3323
goodnight	445	6.94	1.2843	--	3166	--
sweet	446	6.94	1.2357	--	1434	--
best	447	6.94	1.3614	1997	284	--
concerts	448	6.94	1.1678	1810	3563	--
chanté	449	6.94	1.0382	--	4552	--
riche	450	6.94	1.4057	3592	2401	1436
gagne	451	6.94	1.2843	4829	1279	--
jeu	452	6.94	1.0577	265	530	859
jeunesse	453	6.94	1.1678	1001	3114	1321
vivant	454	6.94	1.2022	3724	4531	1556
bonjour	455	6.94	1.2683	388	245	--
baiser	456	6.94	1.6340	--	2813	--
xmas	457	6.92	1.6640	--	1467	--
familial	458	6.92	1.4119	4452	--	--
amélioration	459	6.92	0.9442	2828	--	2634
autonomie	460	6.92	1.1578	3245	--	2670
like	461	6.92	1.0467	3338	187	--
voeux	462	6.92	1.2262	3364	2078	--
pureté	463	6.92	1.2095	--	--	4371
heart	464	6.92	1.2591	--	1112	--
hello	465	6.92	1.2591	3846	436	--
bons	466	6.92	1.1220	917	1208	1333
l'eau	467	6.92	1.3068	--	1611	--
yes	468	6.92	1.0850	--	456	--
theatre	469	6.92	1.0467	5224	--	--
win	470	6.92	1.2428	3376	1308	--
oxygène	471	6.92	1.2752	--	--	5170
énergie	472	6.92	1.0660	1337	--	1134
talent	473	6.92	1.1220	4503	1348	2274
dignité	474	6.92	1.2591	--	--	2073
pote	475	6.92	1.0467	--	655	--
australie	476	6.92	1.3974	1282	--	--
pure	477	6.92	1.2095	4552	3012	1459
propre	478	6.92	1.2262	1103	1629	321
offerts	479	6.90	1.2164	5230	--	--
haha	480	6.90	1.4321	--	151	--
nature	481	6.90	1.2657	649	2176	191
eau	482	6.90	1.2330	351	4898	264
favorable	483	6.90	1.0926	--	--	1709
hihi	484	6.90	1.3286	--	886	--
copines	485	6.90	1.3286	--	4611	--
idée	486	6.90	1.0546	1107	775	276
apprécier	487	6.90	1.0926	--	--	2873
dynamique	488	6.90	1.1112	2223	--	2914
émotion	489	6.90	1.1650	--	--	2998
miam	490	6.90	1.2164	--	2428	--
hahah	491	6.90	1.6568	--	2268	--
kinder	492	6.90	1.4743	--	3874	--
jaime	493	6.88	1.7337	--	2217	--
venise	494	6.88	1.3797	--	--	3478
azur	495	6.88	1.2879	2190	--	--
sincère	496	6.88	1.0999	--	--	4649
richesses	497	6.88	1.4090	--	--	2656
avenir	498	6.88	1.1364	1727	4087	745
invitation	499	6.88	1.0622	5038	--	--
nouvelle-zélande	500	6.88	1.3649	4350	--	--
abondance	501	6.88	1.3037	--	--	3180
livre	502	6.88	1.3797	357	812	355
perfection	503	6.88	1.5205	--	--	2625
qualités	504	6.88	1.2229	5007	--	1434
lumières	505	6.88	1.1183	--	5048	2645
idées	506	6.88	1.3037	948	1513	405
pur	507	6.88	1.1891	4625	3821	1721
marier	508	6.88	1.1891	--	4159	--
sœurs	509	6.88	1.1718	--	--	3836
princesse	510	6.88	1.2720	--	2734	2739
création	511	6.88	1.2720	438	2892	719
sensation	512	6.88	1.0230	--	5220	2849
home	513	6.88	1.3498	591	823	--
jouer	514	6.88	1.1183	1278	665	1739
chanson	515	6.88	1.1542	1557	466	--
women	516	6.88	1.2229	--	3309	--
respecte	517	6.88	1.1718	--	3640	--
lol	518	6.86	1.6783	1805	75	--
samedi	519	6.86	1.2618	579	601	--
couples	520	6.86	1.3250	--	4566	--
vrai	521	6.86	1.1430	1015	206	379
angel	522	6.86	1.2456	--	3972	--
dodo	523	6.86	1.3095	--	893	--
souvenirs	524	6.86	0.9260	3612	2218	2078
mdrrrrrrrr	525	6.86	2.1854	--	4971	--
better	526	6.86	1.3403	--	971	--
protéger	527	6.86	1.3095	3407	5098	2899
promotions	528	6.86	1.1782	3053	--	--
dimanche	529	6.86	1.6904	658	627	3052
manger	530	6.86	1.2779	2175	391	3117
song	531	6.86	1.2124	--	516	--
l'artiste	532	6.86	0.9691	--	4859	--
bienvenu	533	6.86	1.0692	--	4228	--
romans	534	6.86	1.2938	3327	--	3339
brothers	535	6.86	1.1608	--	3555	--
restaurants	536	6.86	1.2779	1048	--	--
culturels	537	6.86	1.2291	4474	--	--
favorites	538	6.86	1.1954	4327	--	--
oeuvres	539	6.86	1.0104	3626	--	--
jardin	540	6.86	1.2938	508	3532	2216
poètes	541	6.84	1.4337	--	--	3482
fidèles	542	6.84	1.1132	--	--	2236
loooool	543	6.84	2.1605	--	3928	--
chouchou	544	6.84	1.1493	--	4911	--
piscine	545	6.84	1.4479	1569	2358	--
parfaitement	546	6.84	1.3303	3484	--	1147
frère	547	6.84	1.1843	3577	669	957
familiale	548	6.84	1.5954	3275	--	4576
arbre	549	6.84	1.4049	3083	--	2052
indépendance	550	6.84	1.4194	--	--	1096
partage	551	6.84	1.1132	2348	1977	1702
voyageurs	552	6.84	1.2835	1362	--	3175
lac	553	6.84	1.0947	2326	--	2367
plaît	554	6.84	1.1843	--	2667	4793
canada	555	6.84	1.4194	258	1341	1960
saturday	556	6.84	1.2513	--	3507	--
ouii	557	6.84	1.7304	--	2062	--
imaginez	558	6.84	1.2349	--	4313	--
comédie	559	6.84	0.8889	2908	--	3495
aider	560	6.84	1.1493	1184	2364	2374
vrais	561	6.84	1.3303	--	1499	3672
musical	562	6.84	1.1669	2537	3673	--
heureusement	563	6.84	1.1843	--	1163	2845
london	564	6.82	1.4384	4626	2382	4481
richesse	565	6.82	1.3045	--	--	1820
forêts	566	6.82	1.2887	5123	--	2611
rose	567	6.82	1.2237	1575	1378	4889
paysage	568	6.82	1.1726	3959	--	3405
tourisme	569	6.82	1.1008	791	3974	--
mieux	570	6.82	1.1551	483	215	269
ensemble	571	6.82	1.2237	436	949	260
favorables	572	6.82	0.9833	--	--	3008
repas	573	6.82	1.1551	2360	1519	3145
panda	574	6.82	1.2887	--	4895	--
oiseaux	575	6.82	1.1008	3500	--	3131
cute	576	6.82	1.4241	--	1049	--
découvertes	577	6.82	1.1373	--	--	3325
gratuitement	578	6.82	1.3354	873	3767	--
jeune	579	6.82	1.0821	879	660	398
cultures	580	6.82	1.2887	3412	--	2350
plait	581	6.82	1.2403	--	1157	--
séjours	582	6.82	1.2070	2822	--	--
montréal	583	6.82	1.5211	1220	2330	3368
mdrrrrrrr	584	6.82	2.2103	--	3359	--
culturelle	585	6.82	1.1008	3032	--	2962
truth	586	6.82	1.2070	--	5108	--
parcs	587	6.80	1.2454	3810	--	--
favoris	588	6.80	0.9689	565	4400	--
enceintes	589	6.80	1.2778	3591	--	--
île	590	6.80	1.3997	2720	--	1097
joke	591	6.80	1.1606	--	3950	--
éloge	592	6.80	1.3553	--	--	4961
chats	593	6.80	1.1952	3756	2961	--
lune	594	6.80	1.1429	3494	3391	2968
séjour	595	6.80	0.9897	1233	4447	1928
champagne	596	6.80	1.5253	3292	1780	--
creation	597	6.80	1.1249	4044	--	--
respecter	598	6.80	1.3093	3516	5148	3446
sea	599	6.80	1.3702	--	4014	--
mercii	600	6.80	1.9378	--	2429	--
ahah	601	6.80	1.2454	--	341	--
resto	602	6.80	1.0880	--	2715	--
visiter	603	6.80	1.2617	1525	4545	4547
gift	604	6.80	1.2454	--	1990	--
gain	605	6.80	1.3997	--	4686	--
earth	606	6.80	1.3997	--	4871	--
indépendante	607	6.80	1.2617	--	--	3666
repos	608	6.80	1.0102	4831	3495	1710
sing	609	6.80	1.2778	--	3282	--
musicaux	610	6.80	1.1249	4321	--	--
spa	611	6.80	1.5386	3396	4578	--
juin	612	6.80	1.4428	202	3490	461
château	613	6.78	1.1480	1781	--	1372
efficace	614	6.78	0.9750	2277	4183	2425
dance	615	6.78	1.1480	3822	1132	--
progrès	616	6.78	1.1830	3825	--	663
créations	617	6.78	1.1301	4120	--	--
create	618	6.78	1.2337	--	4593	--
oiseau	619	6.78	1.0359	--	--	4928
calme	620	6.78	1.2982	2938	1209	2261
déjeuner	621	6.78	1.0746	4023	3363	--
savoir	622	6.78	1.1480	249	423	339
hero	623	6.78	1.3445	--	4604	--
danse	624	6.78	1.0359	1503	1101	4368
détermination	625	6.78	1.2982	--	--	2418
